,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Originally_Scheduled_Code_Share_Airline,DOT_ID_Originally_Scheduled_Code_Share_Airline,IATA_Code_Originally_Scheduled_Code_Share_Airline,Flight_Num_Originally_Scheduled_Code_Share_Airline,Operating_Airline ,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Duplicate
474338,2022,1,1,28,5,28/01/2022,DL,DL_CODESHARE,19790,DL,3671,,,,,OO,20304,OO,N300SY,3671,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,1332,1634.0,182.0,182.0,1.0,12.0,1300-1359,37.0,1711.0,1856.0,3.0,1545,1859.0,194.0,194.0,1.0,12.0,1500-1559,0.0,,0.0,133.0,145.0,105.0,1.0,679.0,3,0.0,194.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
298645,2022,1,1,12,3,12/01/2022,DL,DL_CODESHARE,19790,DL,5325,,,,,9E,20363,9E,N298PQ,5325,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2055,2050.0,-5.0,0.0,0.0,-1.0,2000-2059,17.0,2107.0,2147.0,4.0,2214,2151.0,-23.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,79.0,61.0,40.0,1.0,229.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
76573,2022,1,1,30,7,30/01/2022,F9,F9,20436,F9,1531,,,,,F9,20436,F9,N377FR,1531,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1308,1328.0,20.0,20.0,1.0,1.0,1300-1359,16.0,1344.0,1533.0,7.0,1544,1540.0,-4.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,156.0,132.0,109.0,1.0,746.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
528115,2022,1,1,17,1,17/01/2022,UA,UA,19977,UA,1281,,,,,UA,19977,UA,N27252,1281,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1040,1032.0,-8.0,0.0,0.0,-1.0,1000-1059,12.0,1044.0,1247.0,9.0,1353,1256.0,-57.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,253.0,204.0,183.0,1.0,1372.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
501702,2022,1,1,9,7,09/01/2022,UA,UA,19977,UA,220,,,,,UA,19977,UA,N17752,220,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,615,608.0,-7.0,0.0,0.0,-1.0,0600-0659,193.0,921.0,1024.0,12.0,750,1036.0,166.0,166.0,1.0,11.0,0700-0759,0.0,,0.0,155.0,328.0,123.0,1.0,723.0,3,0.0,0.0,166.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
59170,2022,1,1,26,3,26/01/2022,DL,DL,19790,DL,2288,,,,,DL,19790,DL,N668DN,2288,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,645,632.0,-13.0,0.0,0.0,-1.0,0600-0659,10.0,642.0,744.0,5.0,819,749.0,-30.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,94.0,77.0,62.0,1.0,406.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
486704,2022,1,1,19,3,19/01/2022,UA,UA_CODESHARE,19977,UA,5161,,,,,OO,20304,OO,N953SW,5161,14288,1428805,34288,PUB,"Pueblo, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1025,1021.0,-4.0,0.0,0.0,-1.0,1000-1059,34.0,1055.0,1129.0,4.0,1132,1133.0,1.0,1.0,0.0,0.0,1100-1159,0.0,,0.0,67.0,72.0,34.0,1.0,109.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
279653,2022,1,1,2,7,02/01/2022,AA,AA_CODESHARE,19805,AA,4774,,,,,YX,20452,YX,N104HQ,4774,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,923,918.0,-5.0,0.0,0.0,-1.0,0900-0959,11.0,929.0,1003.0,4.0,1040,1007.0,-33.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,77.0,49.0,34.0,1.0,168.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
480499,2022,1,1,9,7,09/01/2022,DL,DL_CODESHARE,19790,DL,3547,,,,,OO,20304,OO,N305SY,3547,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1940,1950.0,10.0,10.0,0.0,0.0,1900-1959,21.0,2011.0,2235.0,3.0,2250,2238.0,-12.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,190.0,168.0,144.0,1.0,1034.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
233515,2022,1,1,27,4,27/01/2022,WN,WN,19393,WN,1727,,,,,WN,19393,WN,N956WN,1727,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,800,752.0,-8.0,0.0,0.0,-1.0,0800-0859,8.0,800.0,838.0,14.0,915,852.0,-23.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,75.0,60.0,38.0,1.0,216.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
377882,2022,1,1,24,1,24/01/2022,AA,AA_CODESHARE,19805,AA,6153,,,,,PT,20427,PT,N907AE,6153,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,12223,1222305,32223,HTS,"Ashland, WV",WV,54,West Virginia,39,1057,1045.0,-12.0,0.0,0.0,-1.0,1000-1059,21.0,1106.0,1148.0,4.0,1218,1152.0,-26.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,81.0,67.0,42.0,1.0,235.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
89943,2022,1,1,10,1,10/01/2022,HA,HA,19690,HA,283,,,,,HA,19690,HA,N476HA,283,12173,1217305,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,12982,1298202,32982,LIH,"Lihue, HI",HI,15,Hawaii,2,1300,1253.0,-7.0,0.0,0.0,-1.0,1300-1359,14.0,1307.0,1330.0,6.0,1346,1336.0,-10.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,46.0,43.0,23.0,1.0,102.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
510867,2022,1,1,7,5,07/01/2022,UA,UA,19977,UA,1255,,,,,UA,19977,UA,N895UA,1255,11884,1188402,31884,GEG,"Spokane, WA",WA,53,Washington,93,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1330,1345.0,15.0,15.0,1.0,1.0,1300-1359,9.0,1354.0,1638.0,67.0,1640,1745.0,65.0,65.0,1.0,4.0,1600-1659,0.0,,0.0,130.0,180.0,104.0,1.0,836.0,4,0.0,0.0,50.0,0.0,15.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
170956,2022,1,1,11,2,11/01/2022,WN,WN,19393,WN,3873,,,,,WN,19393,WN,N567WN,3873,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,1835,1830.0,-5.0,0.0,0.0,-1.0,1800-1859,20.0,1850.0,2028.0,6.0,2035,2034.0,-1.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,120.0,124.0,98.0,1.0,605.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
244145,2022,1,1,16,7,16/01/2022,WN,WN,19393,WN,12,,,,,WN,19393,WN,N8606C,12,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,1825,1834.0,9.0,9.0,0.0,0.0,1800-1859,8.0,1842.0,2355.0,3.0,2355,2358.0,3.0,3.0,0.0,0.0,2300-2359,0.0,,0.0,210.0,204.0,193.0,1.0,1592.0,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
63230,2022,1,1,28,5,28/01/2022,DL,DL,19790,DL,1342,,,,,DL,19790,DL,N998AT,1342,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,12448,1244807,32448,JAN,"Jackson/Vicksburg, MS",MS,28,Mississippi,53,1439,1504.0,25.0,25.0,1.0,1.0,1400-1459,14.0,1518.0,1522.0,3.0,1458,1525.0,27.0,27.0,1.0,1.0,1400-1459,0.0,,0.0,79.0,81.0,64.0,1.0,341.0,2,24.0,0.0,2.0,0.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
1501,2022,1,1,7,5,07/01/2022,DL,DL,19790,DL,746,,,,,DL,19790,DL,N104DN,746,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,50,35.0,-15.0,0.0,0.0,-1.0,0001-0559,9.0,44.0,604.0,7.0,627,611.0,-16.0,0.0,0.0,-2.0,0600-0659,0.0,,0.0,217.0,216.0,200.0,1.0,1671.0,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
475469,2022,1,1,27,4,27/01/2022,DL,DL_CODESHARE,19790,DL,4440,,,,,OO,20304,OO,N840SK,4440,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1725,1734.0,9.0,9.0,0.0,0.0,1700-1759,15.0,1749.0,1913.0,7.0,1918,1920.0,2.0,2.0,0.0,0.0,1900-1959,0.0,,0.0,113.0,106.0,84.0,1.0,505.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
427832,2022,1,1,5,3,05/01/2022,AA,AA_CODESHARE,19805,AA,3092,,,,,OO,20304,OO,N778SK,3092,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43,1015,1023.0,8.0,8.0,0.0,0.0,1000-1059,11.0,1034.0,1326.0,11.0,1349,1337.0,-12.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,154.0,134.0,112.0,1.0,931.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
109721,2022,1,1,11,2,11/01/2022,AA,AA_CODESHARE,19805,AA,4182,,,,,MQ,20398,MQ,N287NN,4182,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10529,1052906,30529,BDL,"Hartford, CT",CT,9,Connecticut,11,1751,1747.0,-4.0,0.0,0.0,-1.0,1700-1759,14.0,1801.0,2035.0,6.0,2107,2041.0,-26.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,136.0,114.0,94.0,1.0,783.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
417579,2022,1,1,28,5,28/01/2022,B6,B6,20409,B6,871,,,,,B6,20409,B6,N587JB,871,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,840,840.0,0.0,0.0,0.0,0.0,0800-0859,69.0,949.0,1221.0,5.0,1207,1226.0,19.0,19.0,1.0,1.0,1200-1259,0.0,,0.0,327.0,346.0,272.0,1.0,1990.0,8,0.0,0.0,19.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
497786,2022,1,1,11,2,11/01/2022,UA,UA,19977,UA,1605,,,,,UA,19977,UA,N33264,1605,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2320,2317.0,-3.0,0.0,0.0,-1.0,2300-2359,13.0,2330.0,704.0,5.0,714,709.0,-5.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,294.0,292.0,274.0,1.0,2329.0,10,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
427589,2022,1,1,19,3,19/01/2022,AA,AA_CODESHARE,19805,AA,3162,,,,,OO,20304,OO,N730SK,3162,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11413,1141307,30285,DRO,"Durango, CO",CO,8,Colorado,82,1643,1639.0,-4.0,0.0,0.0,-1.0,1600-1659,11.0,1650.0,1733.0,6.0,1756,1739.0,-17.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,133.0,120.0,103.0,1.0,674.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
185160,2022,1,1,30,7,30/01/2022,WN,WN,19393,WN,2181,,,,,WN,19393,WN,N8650F,2181,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,700,652.0,-8.0,0.0,0.0,-1.0,0700-0759,8.0,700.0,846.0,6.0,905,852.0,-13.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,125.0,120.0,106.0,1.0,822.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
297040,2022,1,1,6,4,06/01/2022,DL,DL_CODESHARE,19790,DL,5246,,,,,9E,20363,9E,N931XJ,5246,14685,1468502,34685,SAV,"Savannah, GA",GA,13,Georgia,34,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,1816,1811.0,-5.0,0.0,0.0,-1.0,1800-1859,12.0,1823.0,1945.0,6.0,2030,1951.0,-39.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,134.0,100.0,82.0,1.0,722.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
38590,2022,1,1,10,1,10/01/2022,DL,DL,19790,DL,1468,,,,,DL,19790,DL,N115DU,1468,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1915,1909.0,-6.0,0.0,0.0,-1.0,1900-1959,17.0,1926.0,2106.0,7.0,2146,2113.0,-33.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,211.0,184.0,160.0,1.0,1195.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
297211,2022,1,1,2,7,02/01/2022,DL,DL_CODESHARE,19790,DL,5253,,,,,9E,20363,9E,N315PQ,5253,10431,1043105,30431,AVL,"Asheville, NC",NC,37,North Carolina,36,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1807,1805.0,-2.0,0.0,0.0,-1.0,1800-1859,11.0,1816.0,1855.0,5.0,1921,1900.0,-21.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,74.0,55.0,39.0,1.0,164.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
277065,2022,1,1,22,6,22/01/2022,AA,AA_CODESHARE,19805,AA,4668,,,,,YX,20452,YX,N129HQ,4668,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1934,1933.0,-1.0,0.0,0.0,-1.0,1900-1959,12.0,1945.0,2032.0,14.0,2100,2046.0,-14.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,86.0,73.0,47.0,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
221697,2022,1,1,18,2,18/01/2022,WN,WN,19393,WN,2517,,,,,WN,19393,WN,N460WN,2517,15376,1537604,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,720,717.0,-3.0,0.0,0.0,-1.0,0700-0759,10.0,727.0,852.0,22.0,915,914.0,-1.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,115.0,117.0,85.0,1.0,639.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
268852,2022,1,1,17,1,17/01/2022,DL,DL_CODESHARE,19790,DL,5856,,,,,YX,20452,YX,N815MD,5856,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,2000,1953.0,-7.0,0.0,0.0,-1.0,2000-2059,17.0,2010.0,2053.0,27.0,2118,2120.0,2.0,2.0,0.0,0.0,2100-2159,0.0,,0.0,78.0,87.0,43.0,1.0,184.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
216589,2022,1,1,9,7,09/01/2022,WN,WN,19393,WN,4441,,,,,WN,19393,WN,N8664J,4441,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,855,927.0,32.0,32.0,1.0,2.0,0800-0859,10.0,937.0,1247.0,4.0,1235,1251.0,16.0,16.0,1.0,1.0,1200-1259,0.0,,0.0,160.0,144.0,130.0,1.0,1024.0,5,15.0,0.0,0.0,0.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
526670,2022,1,1,1,6,01/01/2022,UA,UA,19977,UA,2130,,,,,UA,19977,UA,N37508,2130,14893,1489302,33192,SMF,"Sacramento, CA",CA,6,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1255,1305.0,10.0,10.0,0.0,0.0,1200-1259,14.0,1319.0,1617.0,8.0,1617,1625.0,8.0,8.0,0.0,0.0,1600-1659,0.0,,0.0,142.0,140.0,118.0,1.0,909.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
33422,2022,1,1,22,6,22/01/2022,DL,DL,19790,DL,718,,,,,DL,19790,DL,N102DN,718,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1640,1635.0,-5.0,0.0,0.0,-1.0,1600-1659,7.0,1642.0,2104.0,14.0,2130,2118.0,-12.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,170.0,163.0,142.0,1.0,1269.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
391197,2022,1,1,19,3,19/01/2022,AS,AS,19930,AS,676,,,,,AS,19930,AS,N506AS,676,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,835,830.0,-5.0,0.0,0.0,-1.0,0800-0859,17.0,847.0,1327.0,6.0,1349,1333.0,-16.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,194.0,183.0,160.0,1.0,1368.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
138571,2022,1,1,10,1,10/01/2022,AA,AA_CODESHARE,19805,AA,5263,,,,,OH,20397,OH,N559NN,5263,10208,1020803,30208,AGS,"Augusta, GA",GA,13,Georgia,34,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,700,655.0,-5.0,0.0,0.0,-1.0,0700-0759,26.0,721.0,750.0,12.0,811,802.0,-9.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,71.0,67.0,29.0,1.0,140.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
114209,2022,1,1,16,7,16/01/2022,NK,NK,20416,NK,87,,,,,NK,20416,NK,N647NK,87,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,1414,1409.0,-5.0,0.0,0.0,-1.0,1400-1459,12.0,1421.0,1604.0,5.0,1633,1609.0,-24.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,139.0,120.0,103.0,1.0,834.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
508542,2022,1,1,23,7,23/01/2022,UA,UA,19977,UA,279,,,,,UA,19977,UA,N77006,279,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1920,1935.0,15.0,15.0,1.0,1.0,1900-1959,17.0,1952.0,2236.0,12.0,2240,2248.0,8.0,8.0,0.0,0.0,2200-2259,0.0,,0.0,140.0,133.0,104.0,1.0,862.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
153861,2022,1,1,8,6,08/01/2022,AS,AS_CODESHARE,19930,AS,2072,,,,,QX,19687,QX,N626QX,2072,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1025,1025.0,0.0,0.0,0.0,0.0,1000-1059,21.0,1046.0,1127.0,8.0,1134,1135.0,1.0,1.0,0.0,0.0,1100-1159,0.0,,0.0,69.0,70.0,41.0,1.0,236.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
111441,2022,1,1,6,4,06/01/2022,AA,AA_CODESHARE,19805,AA,4260,,,,,MQ,20398,MQ,N663AR,4260,10408,1040805,30408,ATW,"Appleton, WI",WI,55,Wisconsin,45,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,600,600.0,0.0,0.0,0.0,0.0,0600-0659,34.0,634.0,717.0,17.0,729,734.0,5.0,5.0,0.0,0.0,0700-0759,0.0,,0.0,89.0,94.0,43.0,1.0,161.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
25994,2022,1,1,4,2,04/01/2022,DL,DL,19790,DL,2431,,,,,DL,19790,DL,N320US,2431,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,1100,1128.0,28.0,28.0,1.0,1.0,1100-1159,8.0,1136.0,1143.0,4.0,1123,1147.0,24.0,24.0,1.0,1.0,1100-1159,0.0,,0.0,83.0,79.0,67.0,1.0,332.0,2,24.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
395304,2022,1,1,27,4,27/01/2022,AS,AS,19930,AS,619,,,,,AS,19930,AS,N486AS,619,13891,1389101,32575,ONT,"Ontario, CA",CA,6,California,91,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,1921,1936.0,15.0,15.0,1.0,1.0,1900-1959,17.0,1953.0,2206.0,11.0,2211,2217.0,6.0,6.0,0.0,0.0,2200-2259,0.0,,0.0,170.0,161.0,133.0,1.0,956.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
7873,2022,1,1,17,1,17/01/2022,DL,DL,19790,DL,979,,,,,DL,19790,DL,N346DN,979,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1429,1534.0,65.0,65.0,1.0,4.0,1400-1459,10.0,1544.0,1637.0,8.0,1554,1645.0,51.0,51.0,1.0,3.0,1500-1559,0.0,,0.0,205.0,191.0,173.0,1.0,1199.0,5,10.0,0.0,0.0,0.0,41.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
386934,2022,1,1,11,2,11/01/2022,AS,AS,19930,AS,205,,,,,AS,19930,AS,N635VA,205,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,14771,1477104,32457,SFO,"San Francisco, CA",CA,6,California,91,600,552.0,-8.0,0.0,0.0,-1.0,0600-0659,18.0,610.0,705.0,4.0,730,709.0,-21.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,90.0,77.0,55.0,1.0,337.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
