,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Originally_Scheduled_Code_Share_Airline,DOT_ID_Originally_Scheduled_Code_Share_Airline,IATA_Code_Originally_Scheduled_Code_Share_Airline,Flight_Num_Originally_Scheduled_Code_Share_Airline,Operating_Airline ,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Duplicate
281377,2022,1,1,2,7,02/01/2022,AA,AA_CODESHARE,19805,AA,4854,,,,,YX,20452,YX,N401YX,4854,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,530,525.0,-5.0,0.0,0.0,-1.0,0001-0559,18.0,543.0,637.0,10.0,718,647.0,-31.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,108.0,82.0,54.0,1.0,340.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
529914,2022,1,1,16,7,16/01/2022,UA,UA,19977,UA,454,,,,,UA,19977,UA,N402UA,454,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1415,1416.0,1.0,1.0,0.0,0.0,1400-1459,14.0,1430.0,1625.0,13.0,1657,1638.0,-19.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,162.0,142.0,115.0,1.0,937.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
281555,2022,1,1,29,6,29/01/2022,AA,AA_CODESHARE,19805,AA,4864,,,,,YX,20452,YX,N416YX,4864,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1414,1430.0,16.0,16.0,1.0,1.0,1400-1459,17.0,1447.0,1835.0,11.0,1838,1846.0,8.0,8.0,0.0,0.0,1800-1859,0.0,,0.0,204.0,196.0,168.0,1.0,1325.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
154725,2022,1,1,11,2,11/01/2022,AS,AS_CODESHARE,19930,AS,2180,,,,,QX,19687,QX,N402QX,2180,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,14252,1425202,34252,PSC,"Pasco/Kennewick/Richland, WA",WA,53,Washington,93,1535,1540.0,5.0,5.0,0.0,0.0,1500-1559,14.0,1554.0,1630.0,8.0,1631,1638.0,7.0,7.0,0.0,0.0,1600-1659,0.0,,0.0,56.0,58.0,36.0,1.0,172.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
293426,2022,1,1,20,4,20/01/2022,DL,DL_CODESHARE,19790,DL,5103,,,,,9E,20363,9E,N326PQ,5103,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,10581,1058102,30581,BGR,"Bangor, ME",ME,23,Maine,12,1451,1441.0,-10.0,0.0,0.0,-1.0,1400-1459,35.0,1516.0,1603.0,5.0,1620,1608.0,-12.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,89.0,87.0,47.0,1.0,378.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
348680,2022,1,1,6,4,06/01/2022,AA,AA,19805,AA,1210,,,,,AA,19805,AA,N771XF,1210,15376,1537604,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,2042,2031.0,-11.0,0.0,0.0,-1.0,2000-2059,13.0,2044.0,2109.0,12.0,2134,2121.0,-13.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,52.0,50.0,25.0,1.0,110.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
459020,2022,1,1,21,5,21/01/2022,DL,DL_CODESHARE,19790,DL,4169,,,,,OO,20304,OO,N830SK,4169,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,2050,2050.0,0.0,0.0,0.0,0.0,2000-2059,20.0,2110.0,2226.0,4.0,2237,2230.0,-7.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,107.0,100.0,76.0,1.0,505.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
243293,2022,1,1,16,7,16/01/2022,WN,WN,19393,WN,1706,,,,,WN,19393,WN,N457WN,1706,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,15624,1562404,31504,VPS,"Valparaiso, FL",FL,12,Florida,33,1510,,,,,,1500-1559,,,,,1655,,,,,,1600-1659,1.0,B,0.0,105.0,,,1.0,630.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
96578,2022,1,1,8,6,08/01/2022,AA,AA_CODESHARE,19805,AA,3707,,,,,MQ,20398,MQ,N279MQ,3707,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,1011,1034.0,23.0,23.0,1.0,1.0,1000-1059,15.0,1049.0,1248.0,7.0,1243,1255.0,12.0,12.0,0.0,0.0,1200-1259,0.0,,0.0,152.0,141.0,119.0,1.0,756.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
559845,2022,1,1,12,3,12/01/2022,AA,AA_CODESHARE,19805,AA,5782,,,,,YV,20378,YV,N919FJ,5782,11638,1163807,31638,FAT,"Fresno, CA",CA,6,California,91,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,957,1313.0,196.0,196.0,1.0,12.0,0900-0959,8.0,1321.0,1538.0,8.0,1238,1546.0,188.0,188.0,1.0,12.0,1200-1259,0.0,,0.0,101.0,93.0,77.0,1.0,493.0,2,0.0,12.0,0.0,0.0,176.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
498220,2022,1,1,11,2,11/01/2022,UA,UA,19977,UA,659,,,,,UA,19977,UA,,659,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1622,,,,,,1600-1659,,,,,1725,,,,,,1700-1759,1.0,D,0.0,63.0,,,1.0,140.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
229651,2022,1,1,26,3,26/01/2022,WN,WN,19393,WN,1641,,,,,WN,19393,WN,N7854B,1641,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,1240,1234.0,-6.0,0.0,0.0,-1.0,1200-1259,9.0,1243.0,1355.0,4.0,1420,1359.0,-21.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,100.0,85.0,72.0,1.0,623.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
524346,2022,1,1,3,1,03/01/2022,UA,UA,19977,UA,696,,,,,UA,19977,UA,N16234,696,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11648,1164802,31648,FCA,"Kalispell, MT",MT,30,Montana,84,1915,1934.0,19.0,19.0,1.0,1.0,1900-1959,14.0,1948.0,2139.0,5.0,2136,2144.0,8.0,8.0,0.0,0.0,2100-2159,0.0,,0.0,141.0,130.0,111.0,1.0,752.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
7264,2022,1,1,16,7,16/01/2022,DL,DL,19790,DL,2941,,,,,DL,19790,DL,N355NW,2941,11775,1177502,31775,FSD,"Sioux Falls, SD",SD,46,South Dakota,67,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,541,538.0,-3.0,0.0,0.0,-1.0,0001-0559,12.0,550.0,622.0,5.0,700,627.0,-33.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,79.0,49.0,32.0,1.0,196.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
412149,2022,1,1,19,3,19/01/2022,B6,B6,20409,B6,1521,,,,,B6,20409,B6,N568JB,1521,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,600,554.0,-6.0,0.0,0.0,-1.0,0600-0659,26.0,620.0,852.0,13.0,906,905.0,-1.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,186.0,191.0,152.0,1.0,1076.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
54417,2022,1,1,13,4,13/01/2022,DL,DL,19790,DL,2900,,,,,DL,19790,DL,N117DX,2900,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,1523,1521.0,-2.0,0.0,0.0,-1.0,1500-1559,22.0,1543.0,1650.0,3.0,1652,1653.0,1.0,1.0,0.0,0.0,1600-1659,0.0,,0.0,89.0,92.0,67.0,1.0,516.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
525537,2022,1,1,2,7,02/01/2022,UA,UA,19977,UA,1608,,,,,UA,19977,UA,N407UA,1608,12441,1244102,32441,JAC,"Jackson, WY",WY,56,Wyoming,88,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1430,1747.0,197.0,197.0,1.0,12.0,1400-1459,23.0,1810.0,1907.0,9.0,1604,1916.0,192.0,192.0,1.0,12.0,1600-1659,0.0,,0.0,94.0,89.0,57.0,1.0,406.0,2,50.0,0.0,0.0,0.0,142.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
145841,2022,1,1,13,4,13/01/2022,AA,AA_CODESHARE,19805,AA,5511,,,,,OH,20397,OH,N536EA,5511,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,14576,1457606,34576,ROC,"Rochester, NY",NY,36,New York,22,1840,1836.0,-4.0,0.0,0.0,-1.0,1800-1859,21.0,1857.0,1949.0,7.0,2004,1956.0,-8.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,84.0,80.0,52.0,1.0,296.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
535224,2022,1,1,30,7,30/01/2022,UA,UA_CODESHARE,19977,UA,4913,,,,,C5,20445,C5,N21197,4913,15412,1541205,35412,TYS,"Knoxville, TN",TN,47,Tennessee,54,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,645,642.0,-3.0,0.0,0.0,-1.0,0600-0659,12.0,654.0,748.0,5.0,835,753.0,-42.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,170.0,131.0,114.0,1.0,771.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
311403,2022,1,1,14,5,14/01/2022,AA,AA,19805,AA,539,,,,,AA,19805,AA,N835AW,539,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,931,927.0,-4.0,0.0,0.0,-1.0,0900-0959,13.0,940.0,1404.0,30.0,1426,1434.0,8.0,8.0,0.0,0.0,1400-1459,0.0,,0.0,175.0,187.0,144.0,1.0,1242.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
231427,2022,1,1,26,3,26/01/2022,WN,WN,19393,WN,1302,,,,,WN,19393,WN,N239WN,1302,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,940,931.0,-9.0,0.0,0.0,-1.0,0900-0959,15.0,946.0,1225.0,3.0,1245,1228.0,-17.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,125.0,117.0,99.0,1.0,833.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
389989,2022,1,1,17,1,17/01/2022,AS,AS,19930,AS,64,,,,,AS,19930,AS,N622AS,64,10299,1029906,30299,ANC,"Anchorage, AK",AK,2,Alaska,1,12523,1252306,32523,JNU,"Juneau, AK",AK,2,Alaska,1,1100,1052.0,-8.0,0.0,0.0,-1.0,1100-1159,17.0,1109.0,1223.0,5.0,1240,1228.0,-12.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,100.0,96.0,74.0,1.0,571.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
331927,2022,1,1,7,5,07/01/2022,AA,AA,19805,AA,796,,,,,AA,19805,AA,N733UW,796,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,1010,,,,,,1000-1059,,,,,1339,,,,,,1300-1359,1.0,B,0.0,269.0,,,1.0,1430.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
344926,2022,1,1,24,1,24/01/2022,AA,AA,19805,AA,1063,,,,,AA,19805,AA,N733UW,1063,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1230,1224.0,-6.0,0.0,0.0,-1.0,1200-1259,12.0,1236.0,1353.0,3.0,1417,1356.0,-21.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,107.0,92.0,77.0,1.0,399.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
553625,2022,1,1,19,3,19/01/2022,AA,AA_CODESHARE,19805,AA,5782,,,,,YV,20378,YV,N905J,5782,11638,1163807,31638,FAT,"Fresno, CA",CA,6,California,91,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,957,950.0,-7.0,0.0,0.0,-1.0,0900-0959,10.0,1000.0,1220.0,5.0,1238,1225.0,-13.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,101.0,95.0,80.0,1.0,493.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
217894,2022,1,1,10,1,10/01/2022,WN,WN,19393,WN,2357,,,,,WN,19393,WN,N8658A,2357,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12992,1299206,32600,LIT,"Little Rock, AR",AR,5,Arkansas,71,1335,1345.0,10.0,10.0,0.0,0.0,1300-1359,16.0,1401.0,1636.0,8.0,1630,1644.0,14.0,14.0,0.0,0.0,1600-1659,0.0,,0.0,115.0,119.0,95.0,1.0,771.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
72800,2022,1,1,20,4,20/01/2022,F9,F9,20436,F9,1510,,,,,F9,20436,F9,N377FR,1510,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,748,810.0,22.0,22.0,1.0,1.0,0700-0759,14.0,824.0,1030.0,9.0,1001,1039.0,38.0,38.0,1.0,2.0,1000-1059,0.0,,0.0,133.0,149.0,126.0,1.0,762.0,4,22.0,0.0,16.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
562983,2022,1,1,27,4,27/01/2022,AA,AA_CODESHARE,19805,AA,5930,,,,,YV,20378,YV,N246LR,5930,15376,1537604,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,645,638.0,-7.0,0.0,0.0,-1.0,0600-0659,12.0,650.0,720.0,2.0,737,722.0,-15.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,52.0,44.0,30.0,1.0,110.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
132426,2022,1,1,27,4,27/01/2022,AA,AA_CODESHARE,19805,AA,5054,,,,,OH,20397,OH,N553NN,5054,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,12323,1232305,32323,ILM,"Wilmington, NC",NC,37,North Carolina,36,902,907.0,5.0,5.0,0.0,0.0,0900-0959,27.0,934.0,1009.0,4.0,1013,1013.0,0.0,0.0,0.0,0.0,1000-1059,0.0,,0.0,71.0,66.0,35.0,1.0,185.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
97464,2022,1,1,18,2,18/01/2022,AA,AA_CODESHARE,19805,AA,3743,,,,,MQ,20398,MQ,N623AE,3743,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11612,1161206,31612,EVV,"Evansville, IN",IN,18,Indiana,42,1735,1816.0,41.0,41.0,1.0,2.0,1700-1759,24.0,1840.0,1925.0,4.0,1852,1929.0,37.0,37.0,1.0,2.0,1800-1859,0.0,,0.0,77.0,73.0,45.0,1.0,272.0,2,37.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
352630,2022,1,1,2,7,02/01/2022,AA,AA,19805,AA,2147,,,,,AA,19805,AA,N834AW,2147,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1330,1329.0,-1.0,0.0,0.0,-1.0,1300-1359,20.0,1349.0,1519.0,6.0,1516,1525.0,9.0,9.0,0.0,0.0,1500-1559,0.0,,0.0,106.0,116.0,90.0,1.0,399.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
550070,2022,1,1,4,2,04/01/2022,UA,UA_CODESHARE,19977,UA,4340,,,,,C5,20445,C5,N17185,4340,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,12992,1299206,32600,LIT,"Little Rock, AR",AR,5,Arkansas,71,1425,1431.0,6.0,6.0,0.0,0.0,1400-1459,16.0,1447.0,1549.0,3.0,1554,1552.0,-2.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,89.0,81.0,62.0,1.0,374.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
260489,2022,1,1,12,3,12/01/2022,UA,UA_CODESHARE,19977,UA,3618,,,,,YX,20452,YX,N725YX,3618,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1735,,,,,,1700-1759,,,,,2059,,,,,,2000-2059,1.0,A,0.0,144.0,,,1.0,725.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
326699,2022,1,1,13,4,13/01/2022,AA,AA,19805,AA,570,,,,,AA,19805,AA,N817AW,570,15016,1501606,31123,STL,"St. Louis, MO",MO,29,Missouri,64,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1126,1112.0,-14.0,0.0,0.0,-1.0,1100-1159,13.0,1125.0,1431.0,5.0,1511,1436.0,-35.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,165.0,144.0,126.0,1.0,1047.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
61927,2022,1,1,27,4,27/01/2022,DL,DL,19790,DL,2657,,,,,DL,19790,DL,N717JL,2657,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,2120,2121.0,1.0,1.0,0.0,0.0,2100-2159,44.0,2205.0,2318.0,3.0,2305,2321.0,16.0,16.0,1.0,1.0,2300-2359,0.0,,0.0,105.0,120.0,73.0,1.0,501.0,3,0.0,0.0,16.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
192500,2022,1,1,4,2,04/01/2022,WN,WN,19393,WN,2315,,,,,WN,19393,WN,N8611F,2315,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,2035,2323.0,168.0,168.0,1.0,11.0,2000-2059,8.0,2331.0,15.0,2.0,2130,17.0,167.0,167.0,1.0,11.0,2100-2159,0.0,,0.0,175.0,174.0,164.0,1.0,1067.0,5,14.0,0.0,0.0,0.0,153.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
182017,2022,1,1,22,6,22/01/2022,WN,WN,19393,WN,3118,,,,,WN,19393,WN,N8317M,3118,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13891,1389101,32575,ONT,"Ontario, CA",CA,6,California,91,1950,1948.0,-2.0,0.0,0.0,-1.0,1900-1959,14.0,2002.0,1953.0,3.0,2005,1956.0,-9.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,75.0,68.0,51.0,1.0,325.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
173129,2022,1,1,12,3,12/01/2022,WN,WN,19393,WN,4152,,,,,WN,19393,WN,N758SW,4152,13495,1349505,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1350,1343.0,-7.0,0.0,0.0,-1.0,1300-1359,10.0,1353.0,1447.0,8.0,1510,1455.0,-15.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,80.0,72.0,54.0,1.0,305.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
424900,2022,1,1,27,4,27/01/2022,AA,AA_CODESHARE,19805,AA,4969,,,,,YX,20452,YX,N425YX,4969,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1315,1310.0,-5.0,0.0,0.0,-1.0,1300-1359,14.0,1324.0,1408.0,18.0,1431,1426.0,-5.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,76.0,76.0,44.0,1.0,204.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
164223,2022,1,1,2,7,02/01/2022,WN,WN,19393,WN,170,,,,,WN,19393,WN,N562WN,170,11259,1125904,30194,DAL,"Dallas, TX",TX,48,Texas,74,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,2035,2230.0,115.0,115.0,1.0,7.0,2000-2059,7.0,2237.0,107.0,5.0,2330,112.0,102.0,102.0,1.0,6.0,2300-2359,0.0,,0.0,115.0,102.0,90.0,1.0,721.0,3,43.0,0.0,0.0,0.0,59.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
402289,2022,1,1,3,1,03/01/2022,B6,B6,20409,B6,567,,,,,B6,20409,B6,N258JB,567,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,1455,1856.0,241.0,241.0,1.0,12.0,1400-1459,23.0,1919.0,2050.0,5.0,1647,2055.0,248.0,248.0,1.0,12.0,1600-1659,0.0,,0.0,112.0,119.0,91.0,1.0,581.0,3,167.0,0.0,7.0,0.0,74.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
20268,2022,1,1,2,7,02/01/2022,DL,DL,19790,DL,910,,,,,DL,19790,DL,N914DU,910,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,2017,2017.0,0.0,0.0,0.0,0.0,2000-2059,12.0,2029.0,2218.0,34.0,2249,2252.0,3.0,3.0,0.0,0.0,2200-2259,0.0,,0.0,332.0,335.0,289.0,1.0,2158.0,9,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
368792,2022,1,1,6,4,06/01/2022,AA,AA,19805,AA,2507,,,,,AA,19805,AA,N924AN,2507,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,700,652.0,-8.0,0.0,0.0,-1.0,0700-0759,13.0,705.0,1056.0,7.0,1107,1103.0,-4.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,187.0,191.0,171.0,1.0,1197.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
